채널,게시일,제목,주요내용,링크,id,썸네일URL,분야태그,비고
보도자료,2023-08-31,"[2023.08.31] 5분 걸리던 결함검사, 3~5초로 단축","5 분 걸리던 결함검사 , 3~5 초로 단축 - 생기원 , 재학습 필요 없는 AI 기반 ‘ 자동 결함검사 플랫폼기술 ’ 개발 - 의료용 카테터에 적용 ,‘ 고정밀 형상 결함검사 시스템 ’ 세계 최초 개발 □ 결함 여부를 판단하기 위한 품질검사는 대부분의 제조업 제품에 필요한 필수 공정이지만 , 주로 작업자의 경험이나 육안에 의존하고 있다 . ㅇ 제조업의 디",https://www.kitech.re.kr/pages/61?id=14143&menuMode=READ&q=49,14143,,,
블로그,2023-08-18,[당첨자 발표] 8월 여름 휴가철 맞이 숨은 단어찾기 이벤트!!,안녕하세요. 한국생산기술연구원입니다!😎 ​ 8월 여름 휴가철 맞이 숨은 단어 찾기 이벤트!! 의 당첨자를 발표합니다~🤗 ​ 문제의 정답은 마이크로버블-스크러버 시스템 이었습니다!🥰 당첨되신 모든 분들 축하드립니다~ ​ 상품은 1~2주 내로 발송 완료될 예정입니다!🎁,https://blog.naver.com/kitechblog/223187106556,223187106556,https://mblogthumb-phinf.pstatic.net/MjAyMzA4MThfMTAz/MDAxNjkyMzQyNTQ0ODM0.F44v0qjSWjoVd9z5AaE34LOIXwfnzpS4lwpxrfZpgjAg.WfHXQk94J6mHguMwWp_hE6soCV9nmvaTakRODb1cpeYg.JPEG.kitechblog/0818-%EC%9D%B4%EB%B2%A4%ED%8A%B8-%EB%8B%B9%EC%B2%A8%EC%9E%90-%EC%8B%9C%EC%95%88-1.jpg?type=w800,,cat=21/21
블로그,2023-08-09,[이벤트] 8월 여름 휴가철 맞이 숨은 단어찾기 이벤트!!,안녕하세요. ​ 한국생산기술연구원입니다! ​ 8월 여름 휴가철 맞이 숨은 단어찾기 이벤트!! 정답자분께는 추첨을 통해 선물을 드립니다! ​ Q. 한국생산기술연구원이 개발해 울산역에 설치한 마이크로버블-0000 시스템은 미세먼지나 악취를 빨아들여 물을 통해 정화한 뒤 신선한 공기를 다시 내보내 주는 장치입니다! 센서를 통해 실시간 공기 정화 상태를 확인할 수,https://blog.naver.com/kitechblog/223179163498,223179163498,https://mblogthumb-phinf.pstatic.net/MjAyMzA4MDlfMjc0/MDAxNjkxNTYyOTIwNTcw.xxjR6cp5xxKlnxy7Un1bjdY76DUQRDyn3OLnrhcMMf0g.VkSyih_qO5t56NVeppMVb2BDNtwhkq6XDO2QBxqTVIsg.JPEG.kitechblog/0809-%EC%9D%B4%EB%B2%A4%ED%8A%B8%EC%8B%9C%EC%95%88.jpg?type=w800,,cat=21/21
블로그,2023-07-28,[당첨자 발표] 행운의 달 7월 맞이 생기원 찾을 수 있을지도?,안녕하세요. 한국생산기술연구원입니다!😎 ​ 행운의 달 7월 맞이 생기원 찾을 수 있을지도? 의 당첨자를 발표합니다~🤗 ​ 문제의 정답 은 ㄴ. 세종본부 였습니다!🥰 당첨되신 모든 분들 축하드립니다~ ​ 상품은 1~2주 내로 발송 완료될 예정입니다!🎁,https://blog.naver.com/kitechblog/223168350100,223168350100,https://mblogthumb-phinf.pstatic.net/MjAyMzA3MjhfMjQ4/MDAxNjkwNTExNzg4NjUx.lzVIJonvgrVjm7FRmwQs-oHx83uGBykshjQ_qaYEEJog.KogO9d4cQFFQEqSp23-03MLpLumInGq4tzL5t0olLYYg.JPEG.kitechblog/0727_%EC%9D%B4%EB%B2%A4%ED%8A%B8%EB%8B%B9%EC%B2%A8%EC%9E%90%EB%B0%9C%ED%91%9C%EC%8B%9C%EC%95%88(%EB%A0%88%EC%8A%A4%ED%84%B0%ED%99%94o)-1.jpg?type=w800,,cat=21/21
보도자료,2023-07-25,[2023.07.25] 차세대 이차전지 상용화 난제 풀었다,"차세대 이차전지 상용화 난제 풀었다 생기원 ·DGIST 공동 연구팀 , ‘ 수 계아연이온전지용 후막 양극기술 ’ 개발 - 낮은 면적당 용량 문제 해결해 차세대 이차전지 상용화 가능성 기대 □ 소형 모바일 기기 중심이던 이차전지가 전기자동차 , 에너지저장시스템 ( ESS) 등 중대형 기기에 적용되면서 미래 에너지산업의 핵심으로 부각되고 있지만 , 최근 ESS",https://www.kitech.re.kr/pages/61?id=14142&menuMode=READ&q=49,14142,,,
블로그,2023-07-19,[이벤트] 행운의 달 7월 맞이 생기원 찾을 수 있을지도?,안녕하세요. ​ 한국생산기술연구원입니다! ​ 행운의 달 7월 맞이! 생기원 찾을 수 있을지도? 퀴즈 정답자분께는 추첨을 통해 선물을 드립니다! Q. 한국생산기술연구원의 7지역 본부가 아닌 곳은? ㄱ. 강원본부 ㄴ. 세종본부 ㄷ. 전북본부 ㄹ. 대경본부 ㅁ. 울산본부 ✔참여방법 1. 문제 보기 중 정답찾기! ​ 🔽정답 힌트 확인하러 가기🔽 http://you,https://blog.naver.com/kitechblog/223160368604,223160368604,https://mblogthumb-phinf.pstatic.net/MjAyMzA3MTlfMjQz/MDAxNjg5NzM0MzU2Mjc4.OFfJYNTvQX2KxKdYxYiwjbZRkndeLm1dbkjljpSj__sg.CtY2hW4nD-rFIwwhMD3Nk4bsIopgen_2ITNihJExgncg.JPEG.kitechblog/0718_%EC%9D%B4%EB%B2%A4%ED%8A%B8%EC%8B%9C%EC%95%88_1.jpg?type=w800,,cat=21/21
포토뉴스,2023-07-13,[2023.07.13.] 이희경 수석행정원 정년퇴임식 진행,한국생산기술연구원 기업협력지원실 이희경 수석행정원의 정년퇴임식이 7월 13일 진행됐다. 경영지원본부 정원웅 본부장 및 직원들이 참석한 가운데 진행된 이날 퇴임식은 시종일관 화기애애한 분위기 속에서 33년간의 재임 중의 공로를 기리고 명예로운 퇴직을 축하했다.,https://www.kitech.re.kr/pages/60?id=12905&menuMode=READ&q=,12905,https://www.kitech.re.kr/api/v1/attachment/8354fbc7-5c26-4ed1-a1dd-61ccb09339c5?size=640,,
보도자료,2023-07-02,"[2023.07.02] 미세먼지, 악취 동시에 잡는다","미세먼지 , 악취 동시에 잡는다 . - 울산시 , 버스정류장 등 6 곳에 ‘ 마이크로버블 - 스크러버시스템 ’ 실증 - 물속에서 미세한 기포로 오염물질 걸러내고 신선한 공기 배출 □ 울산광역시가 미세먼지와 악취를 동시에 잡는 마이크로버블 - 스크러 버시스템 을 도입해 실증사업을 추진 중이다 . ㅇ 이번 실증은 시민들이 직접 체감할 수 있도록 지난 3 월 말",https://www.kitech.re.kr/pages/61?id=14141&menuMode=READ&q=49,14141,,,
블로그,2023-06-30,[당첨자 발표] 생기원과 함께하는 가로세로 낱말퍼즐 EVENT!,안녕하세요. 한국생산기술연구원입니다! ​ 생기원과 함께하는 가로세로 낱말퍼즐 EVENT! 의 당첨자를 발표 합니다~ 가로세로 낱말퍼즐의 정답은 커버윈도우 였습니다! ​ 당첨되신 모든 분들 축하드립니다~ 상품은 1~2주 내로 발송 완료될 예정입니다!,https://blog.naver.com/kitechblog/223143278546,223143278546,https://mblogthumb-phinf.pstatic.net/MjAyMzA2MzBfMTc5/MDAxNjg4MTE1MzU2Nzc4.FvtqeFgfcwypXP9Bt5zhJEwT07RptpPloAdf3cEOzpUg.De_HXUTRHdFzT7RNXsLXHq0T5Hw2UGgLxrEH_nFHaDkg.JPEG.kitechblog/0630_%EC%9D%B4%EB%B2%A4%ED%8A%B8-%EB%8B%B9%EC%B2%A8%EC%9E%90-%EB%B0%9C%ED%91%9C-1.jpg?type=w800,,cat=21/21
블로그,2023-06-21,[이벤트]생기원과 함께하는 가로세로 낱말퍼즐 EVENT!,"안녕하세요. ​ 한국생산기술연구원입니다! ​ 생기원에서 개발한 신소재의 이름 을 맞혀보세요! 추첨을 통해 선물을 드립니다! ​ ✔참여방법 1. 낱말 퍼즐을 풀어서 정답 찾기! 2. 네이버 설문폼으로 정답 제출하면 응모 완료! 생기원과 함께하는 가로세로 낱말퍼즐 EVENT! naver.me +번외. 한국생산기술연구원의 인스타그램, 페이스북 팔로우하여 인증샷",https://blog.naver.com/kitechblog/223134939663,223134939663,https://mblogthumb-phinf.pstatic.net/MjAyMzA2MjFfMTA1/MDAxNjg3MzMwMDcxMjA3.OY9Eu-m15In3XaMCuSknoWjyQoJq0dtDgyup6C47vPsg.YeuawFHLfJ88c0isFgv2moK4_tLsB-RiF6R-zq0E0rYg.JPEG.kitechblog/0619_%EC%9D%B4%EB%B2%A4%ED%8A%B8%EC%8B%9C%EC%95%88-01.jpg?type=w800,,cat=21/21
블로그,2023-06-16,[공유] 태어나면 1살? 아니아니 0살! &#39;만 나이 통일법&#39;을 알아보자!,"안녕하세요. 한국생산기술연구원입니다! ​ 2023년 06월 28일 부터 시행되는 만 나이 통일법 에 대해 ​ 소개해 드릴게요~ ​ 만 나이 통일법 시행 관련 Q&A / 자료=법제처 제공 ​ ​ ​ Q1) ‘만 나이’는 어떻게 계산하는지? A1) ‘만 나이’는 출생일 기준 0살 로 시작하여, 생일이 지날 때마다 1살씩 더하는 방식 으로 계산함. 즉, 다같이",https://blog.naver.com/kitechblog/223130432743,223130432743,https://mblogthumb-phinf.pstatic.net/MjAyMzA2MTZfMSAg/MDAxNjg2ODgxMDM0MTk5.QuXOT7r47_6Rm16pE2U5y0o8iH8v4uQCdr6kD93aF8Eg.KNRxcJkO6yC9qBfpeAQioySfikVXC4oGE-Td2eLnkeMg.PNG.kitechblog/9DC26152E5C3B2CDAF8167BB1CEE7EFA.png?type=w800,,cat=21/21
보도자료,2023-06-15,[2023.06.15] 국내 철강사업장 미세먼지 줄인다,"국내 철강사업장 미세먼지 줄인다 생기원 , 넓은 온도 (240~420 ℃ ) 에 적용 가능한 탈질촉매기술 개발 현대제철 당진제철소 소결로 파일럿 공정에 실증 , 운영비 30% 절감 기대 □ 촉매 (Catalyst) 는 자신은 변하지 않으면서 화학반응 속도를 조절해 주는 물질로 , 원하는 화합물을 빠르게 생성하면 시간과 비용 , 환경오염을 줄일 수 있어 대부",https://www.kitech.re.kr/pages/61?id=14160&menuMode=READ&q=49,14160,,,
포토뉴스,2023-06-07,[2023.06.07.] 2023년 소방 종합훈련 실시,"한국생산기술연구원(이하 생기원)은 6월 7일(수) 오후 2시 본원 실험 3동에서 '2023년 소방 합동훈련'을 실시했다. 이번 훈련은 실제 상황에 대비해 화재 진압 능력을 배양하고 소방 안전의식을 고취하기 위해 마련됐으며, 천안서북 소방서의 협조하에 발화를 가정한 화재 경보 신고, 인명대피, 초기 화재 진압, 응급처치, 환자 이송 순으로 진행됐다. 생기원은",https://www.kitech.re.kr/pages/60?id=12904&menuMode=READ&q=,12904,https://www.kitech.re.kr/api/v1/attachment/95e48afb-bd41-4c7c-814c-6bd92f5e9287?size=640,,
포토뉴스,2023-06-05,"[2023.06.05.] 한국생산기술연구원, 제13대 이상목 원장 취임식","한국생산기술연구원(이하 생기원) 제13대 이상목 원장 취임식이 6월 5일(월) 11시 천안 본원 대강당에서 열렸다. 이상목 원장은 앞으로 ""자긍심이 샘솟는 생기원을 만들겠다""는 포부를 밝히며, 현안 해결 및 '디지털 대전환 과업'을 이루기 위한 '3가지 발전전략' (▲스마일 생산기술 대전환 ▲전주기 기업지원 디지털 플랫폼 ▲특화사슬 네트워크)과 '3가지 경",https://www.kitech.re.kr/pages/60?id=12903&menuMode=READ&q=,12903,https://www.kitech.re.kr/api/v1/attachment/8f75abe3-0bfa-4e0e-8196-c8261a487a22?size=640,,
블로그,2023-05-30,[당첨자 발표] 한국생산기술연구원 5월 맞이 가족과 함께 푸는 초성퀴즈 이벤트,안녕하세요. 한국생산기술연구원입니다! 5월 맞이 가족과 함께 푸는 초성퀴즈 이벤트 의 당첨자를 발표 합니다~ 이번 초성퀴즈의 정답은 양팔로봇 이었습니다! 당첨되신 모든 분들 축하드립니다~ ​ 상품은 1~2주 내로 발송 완료될 예정입니다! ​ ​,https://blog.naver.com/kitechblog/223115724057,223115724057,https://mblogthumb-phinf.pstatic.net/MjAyMzA1MzBfNSAg/MDAxNjg1NDM4NDM5NzQ3.6eyIXaOQBVh38_VJZ1ZhETj1KVBN-8p1TIzP4_2WqRQg.9t0-vILFbPr9RX5Unr1abzEoy3zoZKINEK1wP2s2Ja4g.JPEG.kitechblog/0525_%EB%8B%B9%EC%B2%A8%EC%9E%90%EB%B0%9C%ED%91%9C%EC%8B%9C%EC%95%881.jpg?type=w800,,cat=21/21
보도자료,2023-05-22,"[2023.05.22] 불량 반도체 칩, 16배 빠르게 잡아낸다","불량 반도체 칩 , 16 배 빠르게 잡아낸다 - 생기원 , 융합연구로 ‘ 고속 멀티 프로빙 웨이퍼 검사 시스템 ’ 개발 - 반도체 고집적화 추세 대응한 ‘2 세대 웨이퍼 검사시스템 ’ 국산화 청신호 □ 반도체가 고집적화 되면서 웨이퍼 검사의 중요성도 점점 커지고 있다 . ㅇ 반 도체 공정은 웨이퍼를 제조하고 회로를 새기는 전 공정 , 칩을 패키징 하 는 후",https://www.kitech.re.kr/pages/61?id=14159&menuMode=READ&q=49,14159,,,
블로그,2023-05-19,[이벤트] 한국생산기술연구원 5월 맞이 가족과 함께 푸는 초성퀴즈 이벤트,"안녕하세요. ​ 한국생산기술연구원입니다! ​ 아래 초성 에 해당하는 단어를 맞추시는 분 들 중 20분을 추첨하여 선물을 드립니다. ​ 생기원 AI·로봇연구부문에서 개발 했으며, 사람처럼 물체를 조립하는 로봇 은 무엇일까요? ​ 💕힌트 영상💕 https://www.youtube.com/watch?v=32dBMPudBq0 ​ 🎈참여방법 1. 기관 소개 영상 시",https://blog.naver.com/kitechblog/223106203184,223106203184,https://mblogthumb-phinf.pstatic.net/MjAyMzA1MTlfMjg4/MDAxNjg0NDYxNDA2OTEy.VARU1NNi6nmkwMhKLa4aiw0Q5CKtng2gVfqDZZB7PJ0g.G9ssC6Jhw66JJLACR2_oExphWi1BexNX5XY8zdA8PgUg.JPEG.kitechblog/0517_%EC%9D%B4%EB%B2%A4%ED%8A%B8%EC%8B%9C%EC%95%88-1.jpg?type=w800,,cat=21/21
포토뉴스,2023-05-18,"[2023.05.18] 생기원-한국유미코아촉매, 산업용 촉매 국산화를 위한 업무협약 체결",한국생산기술연구원(이하 생기원)이 5월 18일(목) 한국유미코아촉매(이하 유미코아)와 업무협약을 체결했다. 이번 업무 협약은 생기원과 유미코아가 상호보유한 원천기술(산업용 촉매 국산화 기술)을 토대로 석유화학용 귀금속 촉매 국산화 기술개발에 관한 상호 협력을 위해 마련됐다. 향후 양 기관은 ▲산업용 고성능·고효율 촉매 국산화 공동연구 개발 ▲폐촉매 내 금속,https://www.kitech.re.kr/pages/60?id=12902&menuMode=READ&q=,12902,https://www.kitech.re.kr/api/v1/attachment/263df9d4-2c69-4247-915f-ad5f4d771617?size=640,,
포토뉴스,2023-05-18,"[2023.05.18] 방위사업청 헬기사업부장, 한국생산기술연구원 현장방문","5월 18일(목), 김용대 방위사업청 헬기사업부장이 한국생산기술연구원(이하 생기원)을 방문했다. 이번 방문은 국방분야 관련 생기원과 방위사업청 간의 연구협력 분야 발굴 및 교류 활성화를 위해 추진되었으며, 생기원의 주요현황 공유, 국방분야 협력아이템 제안발표, 국방분야 R&D협력 활성화 방안 논의 순으로 진행됐다. 한편 이 날 행사에는 항공기사업부 김태욱",https://www.kitech.re.kr/pages/60?id=12901&menuMode=READ&q=,12901,https://www.kitech.re.kr/api/v1/attachment/c90683e1-5cc0-428a-a1a4-a6e5954a7be8?size=640,,
포토뉴스,2023-05-17,[2023.05.17.] 제414차 민방위의 날 민방위 훈련 실시,"한국생산기술연구원은 지난 16일 오후 2시 제414차 민방위의 날 맞아 민방위 대피 훈련을 실시했다. 이번 훈련은 비상사태에 대비해 대피방법 숙달과 생활안전교육 등을 통해 비상시 안전을 보장하기 위한 것으로 비상벨 및 안내방송에 따른 직원 대피를 시작으로 진행됐다. 한편, 비상벨 해제 후 자체적으로 심폐소생술(CPR) 실습을 실시하여 응급상황 발생 시 소중",https://www.kitech.re.kr/pages/60?id=12900&menuMode=READ&q=,12900,https://www.kitech.re.kr/api/v1/attachment/6d8935da-1356-4038-9812-316435af0f55?size=640,,
유튜브,2023-05-08,연구기반 활용 플러스사업과 함께하는 아름다운동행,,https://www.youtube.com/watch?v=xV5XzINffCo,xV5XzINffCo,https://i.ytimg.com/vi/xV5XzINffCo/hqdefault.jpg?sqp=-oaymwE1CKgBEF5IVfKriqkDKAgBFQAAiEIYAXABwAEG8AEB-AH-CYAC0AWKAgwIABABGHIgYSgoMA8=&rs=AOn4CLC4_Eesdz383MT8Hj59M2yLEtWlAA,,
유튜브,2023-05-08,[생기원 R&D] 느슨했던 웨어러블 시장에 긴장감을 불어 넣는 '고민감도 유연 압전소자' 등장!,,https://www.youtube.com/watch?v=wB-3fIrXmiE,wB-3fIrXmiE,https://i.ytimg.com/vi/wB-3fIrXmiE/hqdefault.jpg?sqp=-oaymwE1CKgBEF5IVfKriqkDKAgBFQAAiEIYAXABwAEG8AEB-AH-CYAC0AWKAgwIABABGGUgXShVMA8=&rs=AOn4CLDuJIf9xRDLDkDEB1Cp8_QzhudkvA,,
유튜브,2023-05-08,파트너기업 커뮤니티 지원,,https://www.youtube.com/watch?v=veLoN-E4YTY,veLoN-E4YTY,https://i.ytimg.com/vi/veLoN-E4YTY/hqdefault.jpg?sqp=-oaymwE1CKgBEF5IVfKriqkDKAgBFQAAiEIYAXABwAEG8AEB-AH-CYAC0AWKAgwIABABGHIgYSgpMA8=&rs=AOn4CLBd4dXuFgGeIGeY0iPjoV8q8wCYGg,,
유튜브,2023-05-08,[생기원 R&D] 정상적인 보행을 위한 보행 보조 로봇 'ASSIST',,https://www.youtube.com/watch?v=uLTyAd8Fh7M,uLTyAd8Fh7M,https://i.ytimg.com/vi/uLTyAd8Fh7M/hqdefault.jpg?sqp=-oaymwEbCKgBEF5IVfKriqkDDggBFQAAiEIYAXABwAEG&rs=AOn4CLCaatDFK0KO5YUgoRLqK3YlpOwt-g,,
유튜브,2023-05-08,파트너기업 수요대응 생산기술지원사업과 함께하는 아름다운동행,,https://www.youtube.com/watch?v=sdwtISlRm6E,sdwtISlRm6E,https://i.ytimg.com/vi/sdwtISlRm6E/hqdefault.jpg?sqp=-oaymwE1CKgBEF5IVfKriqkDKAgBFQAAiEIYAXABwAEG8AEB-AH-CYAC0AWKAgwIABABGHIgYigpMA8=&rs=AOn4CLAjqP-x5EdhGo_8al8w0pJZsNWVFA,,
유튜브,2023-05-08,파트너기업제도 파트너기업육성지원사업과 함께하는 아름다운 동행,,https://www.youtube.com/watch?v=rhiVM2TUT-g,rhiVM2TUT-g,https://i.ytimg.com/vi/rhiVM2TUT-g/hqdefault.jpg?sqp=-oaymwE1CKgBEF5IVfKriqkDKAgBFQAAiEIYAXABwAEG8AEB-AH-CYAC0AWKAgwIABABGHIgYSgoMA8=&rs=AOn4CLAaCKjmOJxRA944XiGjcVAmhSxACA,,
유튜브,2023-05-08,생기원 가족초대 프로그램 l WE ONE FAMILY,,https://www.youtube.com/watch?v=rcH2ZBfqVz8,rcH2ZBfqVz8,https://i.ytimg.com/vi/rcH2ZBfqVz8/hqdefault.jpg?sqp=-oaymwEbCKgBEF5IVfKriqkDDggBFQAAiEIYAXABwAEG&rs=AOn4CLB21YkUqWtcJyseYSPIKakMHPFqqA,,
유튜브,2023-05-08,[생기원 R&D] 플렉시블 디스플레이 적용 가능한 '고강도 투명 유연 광학 필름' 개발,,https://www.youtube.com/watch?v=oeKafSVYOs8,oeKafSVYOs8,https://i.ytimg.com/vi/oeKafSVYOs8/hqdefault.jpg?sqp=-oaymwE1CKgBEF5IVfKriqkDKAgBFQAAiEIYAXABwAEG8AEB-AH-CYAC0AWKAgwIABABGGUgXShWMA8=&rs=AOn4CLBx0LChppWjjVnhe2RA2YUECfewyQ,,
유튜브,2023-05-08,"[생기원 R&D] 버려지는 낮은 품질의 탄소섬유, 친환경 에너지 발전의 구원투수 되다",,https://www.youtube.com/watch?v=knTB-c_Xg4g,knTB-c_Xg4g,https://i.ytimg.com/vi/knTB-c_Xg4g/hqdefault.jpg?sqp=-oaymwEbCKgBEF5IVfKriqkDDggBFQAAiEIYAXABwAEG&rs=AOn4CLD-ycM5NJhfOmiB8TfDwsQG6XGGcQ,,
유튜브,2023-05-08,기업주문형 생산기술 실용화사업과 함께하는 아름다운 동행,,https://www.youtube.com/watch?v=kLODPWpEFeE,kLODPWpEFeE,https://i.ytimg.com/vi/kLODPWpEFeE/hqdefault.jpg?sqp=-oaymwE1CKgBEF5IVfKriqkDKAgBFQAAiEIYAXABwAEG8AEB-AH-CYAC0AWKAgwIABABGHIgYigoMA8=&rs=AOn4CLBPO7xR4hVQ6KNXFQFveFpg49C6Cg,,
유튜브,2023-05-08,[생기원  R&D] 케이로봇의 뿌리 소프트로봇,,https://www.youtube.com/watch?v=gc3oHvL6j5s,gc3oHvL6j5s,https://i.ytimg.com/vi/gc3oHvL6j5s/hqdefault.jpg?sqp=-oaymwEbCKgBEF5IVfKriqkDDggBFQAAiEIYAXABwAEG&rs=AOn4CLC-KGwcKW831i2XxKALhUDUU-psuA,,
유튜브,2023-05-08,생기원 힐링 프로그램 l 토닥토닥 감성 캠프,,https://www.youtube.com/watch?v=emqwbRRE4UI,emqwbRRE4UI,https://i.ytimg.com/vi/emqwbRRE4UI/hqdefault.jpg?sqp=-oaymwEbCKgBEF5IVfKriqkDDggBFQAAiEIYAXABwAEG&rs=AOn4CLBQQu1AyIMR8mnN9OoMjLhpkQI0wQ,,
유튜브,2023-05-08,2022년 고생많으셨습니다. l 아듀2022,,https://www.youtube.com/watch?v=aLQxFTKtTfU,aLQxFTKtTfU,https://i.ytimg.com/vi/aLQxFTKtTfU/hqdefault.jpg?sqp=-oaymwEbCKgBEF5IVfKriqkDDggBFQAAiEIYAXABwAEG&rs=AOn4CLDf4nrzNiKMcygKaKOwmztRAKRZGw,,
유튜브,2023-05-08,장애인 복지의 꽃은 일자리 확보!! 장애인 채용 확대를 위한 기관 소개 영상(한국생산기술연구원),,https://www.youtube.com/watch?v=YP7Tv3lIEeA,YP7Tv3lIEeA,https://i.ytimg.com/vi/YP7Tv3lIEeA/hqdefault.jpg?sqp=-oaymwEbCKgBEF5IVfKriqkDDggBFQAAiEIYAXABwAEG&rs=AOn4CLCfXesD9ShnzmqF6uw3JxuH_k4NMw,,
유튜브,2023-05-08,[생기원 R&D] 해수담수화 후 남는 고염도 농축수는 어떻게 처리할까?,,https://www.youtube.com/watch?v=Xbwm6O1oBGM,Xbwm6O1oBGM,https://i.ytimg.com/vi/Xbwm6O1oBGM/hqdefault.jpg?sqp=-oaymwEbCKgBEF5IVfKriqkDDggBFQAAiEIYAXABwAEG&rs=AOn4CLASYuE3vWoQ_gVhnKeo-i2HT8hK7g,,
유튜브,2023-05-08,[생기원 기업지원] 제조혁신으로 제조과정을 스마트하게! │제조혁신 지원사업,,https://www.youtube.com/watch?v=VLa9d2yw480,VLa9d2yw480,https://i.ytimg.com/vi/VLa9d2yw480/hqdefault.jpg?sqp=-oaymwEbCKgBEF5IVfKriqkDDggBFQAAiEIYAXABwAEG&rs=AOn4CLAkFoHrq46O2rf5-eqGZMzx7jk8cA,,
유튜브,2023-05-08,대덕특구 50주년 홍보영상,,https://www.youtube.com/watch?v=UdNBVX8mnSE,UdNBVX8mnSE,https://i.ytimg.com/vi/UdNBVX8mnSE/hqdefault.jpg?sqp=-oaymwE1CKgBEF5IVfKriqkDKAgBFQAAiEIYAXABwAEG8AEB-AH-CYAC0AWKAgwIABABGFEgRyhlMA8=&rs=AOn4CLCaALMTYDK5d0itolMf4ubgplegcA,,
유튜브,2023-05-08,[생기원 R&D] 석유 유래보다 경제성있고 환경 친화적인 바이오 아디프산,,https://www.youtube.com/watch?v=TX8-kdX0M2w,TX8-kdX0M2w,https://i.ytimg.com/vi/TX8-kdX0M2w/hqdefault.jpg?sqp=-oaymwEbCKgBEF5IVfKriqkDDggBFQAAiEIYAXABwAEG&rs=AOn4CLAnWdC-OkoQ2NUXRU8JXB1NMNyRWg,,
유튜브,2023-05-08,[생기원 R&D] 자동차 연비 UP! 다기능성 나노복합코팅 연구 Story,,https://www.youtube.com/watch?v=OSgQPdLFVLw,OSgQPdLFVLw,https://i.ytimg.com/vi/OSgQPdLFVLw/hqdefault.jpg?sqp=-oaymwEbCKgBEF5IVfKriqkDDggBFQAAiEIYAXABwAEG&rs=AOn4CLBwnyFRuUqz0s0194DQVXIOOyFZ6g,,
유튜브,2023-05-08,"[생기원 R&D] 수소연료전지 성능 개선으로  '수소차' 더 멀리,  더 오래 간다!",,https://www.youtube.com/watch?v=ONPhTlx7TJE,ONPhTlx7TJE,https://i.ytimg.com/vi/ONPhTlx7TJE/hqdefault.jpg?sqp=-oaymwE1CKgBEF5IVfKriqkDKAgBFQAAiEIYAXABwAEG8AEB-AH-CYAC0AWKAgwIABABGHIgRSgnMA8=&rs=AOn4CLAMkJ75MhUxy7uWqxmVOv2E-_eMww,,
유튜브,2023-05-08,해외 현지 기술실용화 개발사업,,https://www.youtube.com/watch?v=Jiy-xUpCh0w,Jiy-xUpCh0w,https://i.ytimg.com/vi/Jiy-xUpCh0w/hqdefault.jpg?sqp=-oaymwE1CKgBEF5IVfKriqkDKAgBFQAAiEIYAXABwAEG8AEB-AH-CYAC0AWKAgwIABABGHIgYigoMA8=&rs=AOn4CLDX324M1HzyRi-eso6vsSwPMlQhIA,,
유튜브,2023-05-08,"연구-행정, 선-후배간 소통을 위한 CROSS MEETING l ONE TEAM KITECH",,https://www.youtube.com/watch?v=IsVmcYjsBL8,IsVmcYjsBL8,https://i.ytimg.com/vi/IsVmcYjsBL8/hqdefault.jpg?sqp=-oaymwEbCKgBEF5IVfKriqkDDggBFQAAiEIYAXABwAEG&rs=AOn4CLAnJ1MRBTgBdWbkuJIZYGCx4-yr3A,,
유튜브,2023-05-08,[수어] 늬들이 생기원을 알아? 😜 수석연구원이 생생히 보여주는 생기원직원들의 vlog,,https://www.youtube.com/watch?v=IF7S3ndc9Ho,IF7S3ndc9Ho,https://i.ytimg.com/vi/IF7S3ndc9Ho/hqdefault.jpg?sqp=-oaymwEbCKgBEF5IVfKriqkDDggBFQAAiEIYAXABwAEG&rs=AOn4CLAcAc7jJfzOieGav-2BPsId7KgMfg,,
유튜브,2023-05-08,"[생기원 R&D] 물속 미세플라스틱, '전기'로 제거한다!",,https://www.youtube.com/watch?v=GDE0R422eFI,GDE0R422eFI,https://i.ytimg.com/vi/GDE0R422eFI/hqdefault.jpg?sqp=-oaymwEbCKgBEF5IVfKriqkDDggBFQAAiEIYAXABwAEG&rs=AOn4CLBlhKEZRQJAL-D53_pQB6buOihiuQ,,
유튜브,2023-05-08,[생기원 R&D] 버려지는 합성 플라스틱도 재활용이 가능해진다? 플라스틱의 환골탈태!,,https://www.youtube.com/watch?v=FME-5W7ha5o,FME-5W7ha5o,https://i.ytimg.com/vi/FME-5W7ha5o/hqdefault.jpg?sqp=-oaymwE1CKgBEF5IVfKriqkDKAgBFQAAiEIYAXABwAEG8AEB-AH-CYAC0AWKAgwIABABGGUgWyhHMA8=&rs=AOn4CLD-L_RrNJr7KXi8_KenfRRtBUmuaA,,
유튜브,2023-05-08,[생기원 R&D] 사람대신 바닷 속 위험물을 제거하는 수중해양로봇 개발,,https://www.youtube.com/watch?v=AGlKRWW1sSc,AGlKRWW1sSc,https://i.ytimg.com/vi/AGlKRWW1sSc/hqdefault.jpg?sqp=-oaymwEbCKgBEF5IVfKriqkDDggBFQAAiEIYAXABwAEG&rs=AOn4CLBHQQxistgsvMsfR5mYv9GdzXo1kQ,,
